SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
C/C(=C\CO)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C,"C[C@@H](CCC[C@H](C)CCC/C(=C/CO)/C)CCCC(C)C",114,Done,222.16,-0.00377534,"grid_allosteric",0,-0.143148,-0.00377534,-0.458696,,-2.12296,-0.5,0,0,1.07787,2.14315,0,0,0,0,0,1,0,0,-0.00377534,-20.3506,-1.90864,-22.2592,3.92548,-25.6318
CC1(C)C(=O)CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@@]5(C)CCC(=O)O5)CC[C@@]2(C)[C@@H]4[C@@H](O)C[C@@H]13,"C[C@]12CC[C@@]34C[C@@]35CCC(=O)C([C@@H]5C[C@@H]([C@H]4[C@@]1(CC[C@@H]2[C@]6(CCC(=O)O6)C)C)O)(C)C",115,Done,11.79,-2.77297,"grid_allosteric",0,-0.415829,-2.77297,-1.63434,,-1.69133,-0.0713197,0,0,1.16557,0.046345,0,0,0,0,0,1,-0.172066,0,-2.77297,-22.564,-5.54439,-28.1084,0.497251,-36.8827
C/C(=C/CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O,"C[C@H](CC/C=C(/C)\C(=O)O)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CCC(=O)C5(C)C)C)C",116,Done,30.4,-2.23747,"grid_allosteric",0,-0.419987,-2.23747,-1.57386,,-2.39552,0,0,0,1.94373,0.208163,0,0,0,0,0,1,0,0,-2.23747,-24.5628,-5.59983,-30.1626,4.56019,-37.1401
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,"C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O",117,Done,21.88,-0.880297,"grid_allosteric",0,-0.301948,-0.880297,-1.16752,,-1.89065,0,2,0,0.438517,0.0412987,0,0,0,0,0,1,0,0,-0.880297,-25.4061,-4.02597,-29.432,2.42827,-36.6779
C=C[C@@](C)(O)CC/C=C(\C)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@H]7OC[C@@H](O)[C@@H](O)[C@@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)C[C@H]3O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO[C@@H]9[C@H]([C@@H]([C@@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)(C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/C)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",118,Done,1537.61,-7.99649,"grid_allosteric",0,-1.58512,-7.99649,-5.38347,,-1.33648,0,0.00507177,0,0.300427,0.00307418,0,0,0,0,0,1,0,0,-7.99649,-18.0601,-21.1349,-39.195,10.3433,10000
C=C[C@@](C)(O)CC/C=C(\CO)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)[C@@]34CC[C@@]5(C(=CC[C@H]6[C@]5(CC[C@@H]7[C@@]6(CC[C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)C)[C@@H]3CC(CC4)(C)C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",119,Done,1148.52,-11.8811,"grid_allosteric",0,-1.94005,-11.8811,-7.48257,,-3.14878,0,0.00501809,0,0.677019,0.0082787,0,0,0,0,0,1,0,0,-11.8811,-48.1504,-25.8673,-74.0177,24.874,-83.9999
C=C[C@@](C)(O)CC/C=C(\CO)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@H]7OC[C@H](O)[C@@H](O)[C@@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)C[C@H]3O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@@H]9[C@H]([C@@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)(C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/CO)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",120,Done,1756.11,-11.8279,"grid_allosteric",0,-2,-11.8279,-7.64,,-2.82097,0,0.000893941,0,0.627069,0.00507387,0,0,0,0,0,1,0,0,-11.8279,-41.5382,-28.2737,-69.8118,19.0219,-80.6052
C=C[C@@](C)(O)CC/C=C(\C)C(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](OC[C@H]2O[C@@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](CO[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]3(C)C[C@H]4O)[C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@@H]1OC(=O)/C(=C/CC[C@](C)(O)C=C)CO,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)(C)C)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)O)O)OC(=O)/C(=C/CCC(C)(C=C)O)/CO)OC(=O)/C(=C/CC[C@@](C)(C=C)O)/C)O",121,"PROBLEM IN CONFGEN",84.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@@](C)(O)CC/C=C(\C)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@@H]7OC[C@@H](O)[C@@H](O)[C@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](OC(=O)/C(=C/CC[C@](C)(O)C=C)CO)[C@@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)[C@@]34CC[C@@]5(C(=CC[C@H]6[C@]5(CC[C@@H]7[C@@]6(CC[C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO[C@H]9[C@@H]([C@@H]([C@@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)C)[C@@H]3CC(CC4)(C)C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/C)O)OC(=O)/C(=C/CC[C@@](C)(C=C)O)/CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",122,"PROBLEM IN CONFGEN",30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C[C@@](C)(O)CC/C=C(\C)C(=O)O[C@H]1[C@@H](O)[C@H](O)CO[C@@H]1O[C@](C)(C=C)CC/C=C(\C)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@H]7OC[C@@H](O)[C@@H](O)[C@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](OC(=O)/C(C)=C/CC[C@](C)(O)C=C)[C@@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)[C@@]34CC[C@@]5(C(=CC[C@H]6[C@]5(CC[C@@H]7[C@@]6(CC[C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO[C@@H]9[C@@H]([C@@H]([C@@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)C)[C@@H]3CC(CC4)(C)C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O[C@@H]1[C@H]([C@H]([C@@H](CO1)O)O)OC(=O)/C(=C/CC[C@@](C)(C=C)O)/C)/C)O)OC(=O)/C(=C/CC[C@@](C)(C=C)O)/C)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",123,Done,1543.77,-11.836,"grid_allosteric",0,-2,-11.836,-8.71792,,-2.32519,0,2.41595e-05,0,1.27694,0.0190437,0,0,0,0,0,1,-0.088855,0,-11.836,-32.6847,-30.6074,-63.2921,0,-68.3618
C=C[C@@](C)(O)CC/C=C(\CO)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@]6(O)O[C@H](CO[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)[C@@]34CC[C@@]5(C(=CC[C@H]6[C@]5(CC[C@@H]7[C@@]6(CC[C@@H](C7(C)C)O[C@]8([C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)O)C)C)[C@@H]3CC(CC4)(C)C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",124,Done,1068.01,-11.882,"grid_allosteric",0,-1.91845,-11.882,-7.8241,,-2.49669,0,0.00222496,0,0.486938,0.00696541,0,0,0,0,0,1,-0.138931,0,-11.882,-37.2949,-25.5793,-62.8743,0,-83.9061
O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)cc2)[C@@H]1O,"C1=CC(=CC=C1[C@H]2[C@@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O",125,Done,21.22,-5.34608,"grid_allosteric",0,-0.846131,-5.34608,-2.53728,,-1.26518,-0.5,0,0,0.0154905,0.0938216,-0.175,0,0,0,0,1,-0.131796,0,-5.34608,-17.9277,-11.2817,-29.2094,2.18317,-34.2372
COc1cc(O)ccc1-c1oc2cc(O)cc(OC)c2c(=O)c1O,"COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=C(C=C(C=C3)O)OC)O)O",126,Done,23.83,-3.88335,"grid_allosteric",0,-0.406727,-3.88335,-1.33,,-1.40558,-0.399037,0,0,0.0773562,0.0738814,-0.493246,0,0,0,0,1,0,0,-3.88335,-20.1528,-5.42303,-25.5759,1.15202,-32.4975
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,"COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O",127,Done,76.6,-6.17046,"grid_allosteric",0,-1.3333,-6.17046,-3.86107,,-1.32264,0,0,0,0.194774,0.151784,0,0,0,0,0,1,0,0,-6.17046,-19.9031,-17.7774,-37.6805,5.04821,-46.5672
COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,"COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O",128,Done,66.11,-5.4952,"grid_allosteric",0,-0.837768,-5.4952,-2.28863,,-2.42289,0,0.0398718,0,0.176126,0.0464336,-0.208343,0,0,0,0,1,0,0,-5.4952,-30.9177,-11.1702,-42.088,1.07004,-55.8286
C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,"C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O",129,Done,19.73,-4.03834,"grid_allosteric",0,-0.957752,-4.03834,-2.93451,,-1.14112,-0.151678,0,0,1.09527,0.0514537,0,0,0,0,0,1,0,0,-4.03834,-12.5419,-12.77,-25.3119,1.81432,-35.3967
CC1=CC(=O)[C@@]2(O1)c1c(cc(/C=C/c3ccc(O)c(O)c3)oc1=O)O[C@@H]2c1ccc(O)c(O)c1,"CC1=CC(=O)C2(O1)C(OC3=C2C(=O)OC(=C3)/C=C/C4=CC(=C(C=C4)O)O)C5=CC(=C(C=C5)O)O",130,Done,56.8,-4.75318,"grid_allosteric",0,-0.6163,-4.75318,-2.32689,,-2.35486,0,0,0,0.673739,0.121126,-0.25,0,0,0,0,1,0,0,-4.75318,-27.5372,-8.21733,-35.7545,2.28523,-46.4855
CCCCCCCCCCC[C@H]1C(=O)C(=O)C=C(OCC)C1=O,"CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OCC)O",131,Done,58.29,-5.23157,"grid_allosteric",0,-0.588215,-5.23157,-1.82509,,-3.22324,-0.425203,0,0,0.0593123,0.770864,0,0,0,0,0,1,0,0,-5.23157,-26.6878,-7.84287,-34.5306,5.15569,-43.9059
CCCCCCCCCCCC1=C(O)C(=O)C=C(OCC)C1=O,"CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OCC)O",132,Done,104,-4.45536,"grid_allosteric",0,-0.393826,-4.45536,-1.1564,,-3.04314,-0.425203,0,0,0,0.770864,-0.15,0,0,0,0,1,-0.0576489,0,-4.45536,-28.9186,-5.25101,-34.1696,8.48748,-37.6921
CCCCCCCCCCCC1=C(O)C(OCC)=CC(=O)C1=O,"CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OCC)O",133,Done,132.1,-4.13137,"grid_allosteric",0,-0.345136,-4.13137,-1.11101,,-3.02089,-0.425203,0,0,0,0.770864,0,0,0,0,0,1,0,0,-4.13137,-27.7058,-4.60181,-32.3076,4.15518,-40.5564
CCCCCCCCCCC[C@H]1C(=O)C(=O)C=C(OC)C1=O,"CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O",134,Done,47.6,-5.32107,"grid_allosteric",0,-0.587942,-5.32107,-1.92359,,-3.01535,-0.471958,0,0,0.0525318,0.750241,-0.125,0,0,0,0,1,0,0,-5.32107,-25.5198,-7.83923,-33.359,3.42428,-42.891
CCCCCCCCCCCC1=C(O)C(=O)C=C(OC)C1=O,"CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O",135,Done,181.93,-4.14592,"grid_allosteric",0,-0.467826,-4.14592,-1.21014,,-2.69933,-0.471958,0,0,0,0.750241,0,0,0,0,0,1,-0.0469114,0,-4.14592,-25.4345,-6.23768,-31.6722,4.13841,-39.3988
CCCCCCCCCCCC1=C(O)C(OC)=CC(=O)C1=O,"CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O",136,Done,82.71,-4.1415,"grid_allosteric",0,-0.342375,-4.1415,-1.1367,,-2.94072,-0.471958,0,0,0,0.750241,0,0,0,0,0,1,0,0,-4.1415,-26.2026,-4.565,-30.7676,3.77557,-37.7966
COC(=O)c1c(O)cc(/C=C/c2ccc(O)c(O)c2)oc1=O,"COC(=O)C1=C(C=C(OC1=O)/C=C/C2=CC(=C(C=C2)O)O)O",137,Done,39.4,-5.04507,"grid_allosteric",0,-0.762512,-5.04507,-2.46181,,-1.59103,-0.485828,2.78849e-07,0,0,0.25611,0,0,0,0,0,1,0,0,-5.04507,-18.1447,-10.1668,-28.3115,0.978263,-34.9856
CC(=O)/C=C(O)/C=C\c1ccc(O)c(O)c1,"CC(=O)/C=C(/C=C\C1=CC(=C(C=C1)O)O)\O",138,Done,24.17,-4.17791,"grid_allosteric",0,-0.95767,-4.17791,-2.45781,,-0.994151,-0.5,0,0,0.13614,0.59558,0,0,0,0,0,1,0,0,-4.17791,-11.2388,-12.7689,-24.0077,1.33592,-33.8073
CC(=O)/C=C/c1ccc(O)c(O)c1,"CC(=O)/C=C/C1=CC(=C(C=C1)O)O",139,Done,7.52,-4.14946,"grid_allosteric",0,-0.497008,-4.14946,-1.80708,,-1.64426,-0.5,0,0,0.0538018,0.423659,-0.17857,0,0,0,0,1,0,0,-4.14946,-14.4402,-6.62678,-21.067,0.532965,-26.7076
CO[C@]1(CC(C)=O)Oc2cc(/C=C/c3ccc(O)c(O)c3)oc(=O)c2/C1=C/c1ccc(O)c(O)c1,"CC(=O)CC1(/C(=C\C2=CC(=C(C=C2)O)O)/C3=C(O1)C=C(OC3=O)/C=C/C4=CC(=C(C=C4)O)O)OC",140,Done,62.16,-4.44128,"grid_allosteric",0,-0.210979,-4.44128,-1.8472,,-2.70514,0,0,0,0.170283,0.151758,0,0,0,0,0,1,0,0,-4.44128,-30.8551,-2.81305,-33.6681,4.15697,-42.8532
O=c1oc2cc(/C=C/c3ccc(O)c(O)c3)oc(=O)c2c2cc(O)c(O)cc12,"C1=CC(=C(C=C1/C=C/C2=CC3=C(C4=CC(=C(C=C4C(=O)O3)O)O)C(=O)O2)O)O",141,Done,16.38,-6.10932,"grid_allosteric",0,-1.17205,-6.10932,-2.96094,,-2.25692,-0.232318,0,0,0.397938,0.114966,0,0,0,0,0,1,0,0,-6.10932,-20.5614,-15.6273,-36.1888,9.83113,-42.8726
O=c1oc2cc(/C=C/c3ccc(O)cc3)oc(=O)c2c2cc(O)c(O)cc12,"C1=CC(=CC=C1/C=C/C2=CC3=C(C4=CC(=C(C=C4C(=O)O3)O)O)C(=O)O2)O",142,Done,24.44,-5.85518,"grid_allosteric",0,-0.952382,-5.85518,-2.85673,,-2.3585,-0.28565,0,0,0.473928,0.124151,0,0,0,0,0,1,0,0,-5.85518,-20.6004,-12.6984,-33.2988,8.5955,-38.9605
Cc1cc2oc(=O)c3cc(O)c(O)cc3c2c(=O)o1,"CC1=CC2=C(C3=CC(=C(C=C3C(=O)O2)O)O)C(=O)O1",143,Done,5.06,-4.52493,"grid_allosteric",0,-0.751799,-4.52493,-2.67283,,-0.755533,-0.5,0,0,0.155232,0,0,0,0,0,0,1,0,0,-4.52493,-16.1682,-10.024,-26.1922,0.109667,-33.8686
CC1=CC(=O)[C@]2(O1)C(c1cc3oc(=O)c4cc(O)c(O)cc4c3c(=O)o1)=Cc1cc(O)c(O)cc12,"CC1=CC(=O)C2(O1)C(=CC3=CC(=C(C=C23)O)O)C4=CC5=C(C6=CC(=C(C=C6C(=O)O5)O)O)C(=O)O4",144,Done,18.3,-4.34663,"grid_allosteric",0,-1.00299,-4.34663,-2.98968,,-1.24949,0,0,0,0.856995,0.0385368,0,0,0,0,0,1,0,0,-4.34663,-23.558,-13.3732,-36.9312,0,-51.0742
